sewershed_id,population_served,sample_collect_date,synthetic_viral_load,rolling_mean,rolling_std,z_score,is_anomaly
752,1075656,2020-07-03,11855903.66405,4856407.110042143,3288614.7575334273,2.1284027075453853,False
752,1075656,2020-07-04,2720312.08613,4860975.995125714,3285365.9154640045,-0.6515754908516422,False
752,1075656,2020-07-05,3967095.03701,4799353.086496429,3294074.732083306,-0.2526530565261568,False
752,1075656,2020-07-06,7383633.55507,5031450.555085714,3357472.3531645755,0.7005814948162544,False
752,1075656,2020-07-07,4362524.87288,5257346.302237143,3181641.9582665507,-0.2812451687193198,False
752,1075656,2020-07-08,6831124.53048,5462469.138732857,3184095.8465990983,0.42984114099737,False
752,1075656,2020-07-09,1921625.60574,5412205.839811429,3237434.9319570735,-1.0781931706535723,False
752,1075656,2020-07-10,1254793.42218,5025664.227755001,3395383.0371304224,-1.1105877494051213,False
752,1075656,2020-07-11,4862293.48936,5309216.208391428,3182774.557525775,-0.14041921944319447,False
752,1075656,2020-07-12,5881055.76437,5345465.948651428,3186451.65942947,0.16808345864392252,False
752,1075656,2020-07-13,5262362.7681,5462219.488314286,3148392.7533783126,-0.06347896716501907,False
752,1075656,2020-07-15,9847553.55625,5952262.427908571,3265237.871712343,1.1929578430066035,False
752,1075656,2020-07-16,6082721.291,5577910.929197142,2879723.145295378,0.1752982270631016,False
752,1075656,2020-07-17,8729522.38619,5783037.287772142,3000919.571638153,0.9818607357108943,False
752,1075656,2020-07-18,4938139.91802,5288911.305912858,2441431.4262608364,-0.14367447888146526,False
752,1075656,2020-07-19,6064430.21754,5527776.8867278565,2331928.373840501,0.23013285349254434,False
752,1075656,2020-07-20,2356873.89905,5412761.091159285,2451471.556266579,-1.2465521716120538,False
752,1075656,2020-07-21,12074167.7583,5747799.248532857,3000573.7767309463,2.108386255597945,False
752,1075656,2020-07-22,7101928.35977,5943470.926167858,2992598.764425468,0.38710750247353914,False
752,1075656,2020-07-23,7332394.86047,5979275.949738571,3007000.147361017,0.4499896389825399,False
752,1075656,2020-07-24,3296992.82704,6077516.465545714,2884196.3041573833,-0.9640549204288793,False
752,1075656,2020-07-25,3616312.22671,6246196.380154999,2639087.489934181,-0.9965126823099709,False
752,1075656,2020-07-26,3798526.72332,6170213.039723572,2696682.3936569034,-0.8794829980654073,False
752,1075656,2020-07-28,8633910.40468,6366845.514031428,2773253.2863912447,0.8174748775286369,False
752,1075656,2020-07-30,5166134.68227,6359972.079329287,2776318.844250456,-0.43000730969053963,False
752,1075656,2020-08-02,25890066.60483,7505865.868513571,5890550.80208829,3.1209646353952074,True
752,1075656,2020-08-03,18009884.35728,8357806.087533572,6499878.624811423,1.4849628472910845,False
752,1075656,2020-08-04,10446813.38729,8480469.730469286,6523593.966437512,0.30142030097782446,False
752,1075656,2020-08-05,7137699.33004,8637581.117042143,6457875.175231038,-0.23225623696705822,False
752,1075656,2020-08-06,3985625.63167,8489095.075194286,6544903.3838246595,-0.6880879944926832,False
752,1075656,2020-08-09,8922266.51834,8958051.690857857,6302438.481618126,-0.005677988388498936,False
752,1075656,2020-08-11,7756191.74406,8649624.832697857,6243593.693969082,-0.1430959688329586,False
752,1075656,2020-08-13,3861317.66802,8418152.64043,6364289.909449095,-0.7160005337978778,False
752,1075656,2020-08-16,5503884.754,8287544.775682143,6406905.458632776,-0.43447808612992583,False
752,1075656,2020-08-18,14276303.68387,9071781.265455713,6420992.833175412,0.810547925162605,False
752,1075656,2020-08-20,10892427.25772,9591503.767670715,6237294.687319817,0.208571753503007,False
752,1075656,2020-08-23,6737685.55363,9801443.68412143,6074655.000126027,-0.5043509681501037,False
752,1075656,2020-08-25,8632632.75245,9801352.423247857,6074673.899041327,-0.1923921662662909,False
752,1075656,2020-08-27,12017097.95044,10290706.942402856,5947160.625911997,0.2902882764785594,False
752,1075656,2020-08-30,14051198.83338,9445073.53015643,4119216.5878478736,1.1182042033944342,False
752,1075656,2020-09-01,11564863.10017,8984714.868934287,3382691.1319933957,0.7627501685958687,False
752,1075656,2020-09-03,28541382.69089,10277184.104905713,6236941.070292709,2.9283904369369194,False
752,1075656,2020-09-06,14536857.1764,10805695.379645715,6263880.2950847875,0.5956630109426094,False
752,1075656,2020-09-08,23350750.45618,12188918.581396429,6760458.098434392,1.651046676462422,False
752,1075656,2020-09-09,9737621.51499,12247158.224014286,6733610.722636243,-0.37268811821687686,False
752,1075656,2020-09-10,14085052.77982,12699219.72656857,6620409.676940913,0.2093273862006348,False
752,1075656,2020-09-11,6607114.04297,12895348.039065002,6374555.346369639,-0.9864584515179089,False
752,1075656,2020-09-12,7599287.91869,13045019.693685714,6210136.422857346,-0.876910168181149,False
752,1075656,2020-09-13,7794635.01751,12582043.360374285,6351286.646553404,-0.7537698436996582,False
752,1075656,2020-09-14,25152159.09555,13600595.634505,7152372.772489216,1.6150673110155511,False
752,1075656,2020-09-15,34418066.89368,15577765.730222857,8755536.376932174,2.151815760036684,False
752,1075656,2020-09-16,13267067.22201,15908796.763762858,8558139.347139524,-0.3086803608351891,False
752,1075656,2020-09-17,14639520.30799,16096112.646445,8494872.932515696,-0.17146723088459917,False
752,1075656,2020-09-18,18784058.804,16434174.072917858,8501405.51485788,0.2764113212780236,False
752,1075656,2020-09-19,22946099.51079,17247119.530819286,8544018.616636012,0.667013993728228,False
752,1075656,2020-09-20,16431740.74246,16382145.10593143,7901476.177749857,0.006276755812822535,False
752,1075656,2020-09-21,12637893.49194,16246504.842755714,7951729.332523122,-0.45381466092617684,False
752,1075656,2020-09-22,10526649.58359,15330497.637570713,7807735.126934886,-0.6152678050525233,False
752,1075656,2020-09-23,15147486.51011,15716916.56579357,7641748.778296981,-0.07451567333655158,False
752,1075656,2020-09-24,15523343.54495,15819651.620445713,7627777.906572335,-0.038845923298370534,False
752,1075656,2020-09-27,12649638.52746,16251260.512195,7226814.770183705,-0.49836921233881964,False
752,1075656,2020-09-29,14108022.86558,16716170.151258571,6825630.073081879,-0.38211084658166244,False
752,1075656,2020-10-01,18726247.4891,17496999.613515,6334100.830503962,0.19406825190801358,False
752,1075656,2020-10-04,12951042.71845,16625491.300865,6031977.073213347,-0.6091615630855759,False
752,1075656,2020-10-06,22132223.19268,15747931.036507858,3679135.5381939854,1.7352696278501514,False
752,1075656,2020-10-08,17767023.69987,16069356.499212144,3642105.765934971,0.4661224329442411,False
752,1075656,2020-10-11,11506650.47093,15845580.082279285,3828204.4366404503,-1.1334111548016061,False
752,1075656,2020-10-13,24662915.00772,16265498.382545,4447635.83178313,1.8880629940892304,False
752,1075656,2020-10-15,26783827.73882,16539621.827404287,4977733.869081102,2.058005948258301,False
752,1075656,2020-10-17,24189645.97705,17093757.915589284,5380335.591696793,1.3188560342614035,False
752,1075656,2020-10-18,47177099.75894,19560844.07751786,9512201.374701178,2.9032454837290165,False
752,1075656,2020-10-19,43080681.62124,21886132.080207143,10996972.529886177,1.9273076734012926,False
752,1075656,2020-10-20,74545165.45108,26128823.43313357,17645423.67193803,2.743846955340844,False
752,1075656,2020-10-21,62869119.69955,29510664.58703357,19855148.464530077,1.6800909432689022,False
752,1075656,2020-10-22,40226623.78998,31480449.248642143,19416818.297558,0.4504432398400639,False
752,1075656,2020-10-23,28786617.20136,32528920.272626426,18792863.37178015,-0.19913426694124572,False
752,1075656,2020-10-24,55216594.6614,35135373.642076425,19256045.370615065,1.0428528097450234,False
752,1075656,2020-10-25,42082937.28531,37216223.253995,18220537.215843778,0.26710046875473675,False
752,1075656,2020-10-26,33116629.16212,38000823.68038357,17751500.3437466,-0.27514263153447466,False
752,1075656,2020-10-27,45367669.15677,39972298.35587643,16840780.89496412,0.320375333812872,False
752,1075656,2020-10-28,38885547.37603,41927933.849097855,14739532.115024831,-0.20640997620043736,False
752,1075656,2020-10-29,29810278.74522,42295602.68749072,14334368.744613769,-0.8710061925093252,False
752,1075656,2020-10-30,15416102.86916,41483622.33965785,15550972.352030396,-1.6762629937474214,False
752,1075656,2020-10-31,32479665.28618,42075766.57602429,14989499.840924917,-0.6401882245359939,False
752,1075656,2020-11-01,46574502.69145,42032723.92834643,14974582.20882202,0.303299197250916,False
752,1075656,2020-11-02,62938062.0427,43451108.244165,15987651.508105833,1.2188753169066135,False
752,1075656,2020-11-03,60694363.87168,42461765.27420785,14249564.872056697,1.2795196738411396,False
752,1075656,2020-11-04,78455423.24744,43575072.67048572,16411492.783999234,2.1253612353266047,False
752,1075656,2020-11-05,67686635.95885,45536502.11111928,17579876.47236207,1.2599709606921132,False
752,1075656,2020-11-06,57405974.36525,47580741.908539996,17140814.172378156,0.5732068709164956,False
752,1075656,2020-11-07,52494611.46825,47386314.53760071,17062798.6593112,0.2993821255613118,False
752,1075656,2020-11-08,53092578.81901,48172717.50429357,17053278.282063186,0.2884994447015615,False
752,1075656,2020-11-09,72997815.31602,51021373.65814357,17664779.82397927,1.2440823988105552,False
752,1075656,2020-11-10,68735805.74369,52690526.271495,18185813.457106993,0.8822964950146085,False
752,1075656,2020-11-11,77457474.37615,55445663.91436071,18843409.074906632,1.168143745873561,False
752,1075656,2020-11-12,63346515.48912,57841109.39606785,17411046.68879037,0.31620190281820654,False
752,1075656,2020-11-13,89715120.55303,63148182.08777285,14577749.718308834,1.8224306891406268,False
752,1075656,2020-11-14,92300632.54422,67421108.32049,13633491.266809212,1.824882837186341,False
752,1075656,2020-11-15,78681945.2207,69714497.07257928,12511310.967015138,0.7167472834591456,False
752,1075656,2020-11-16,86462020.05754,71394779.78792499,13097152.602591354,1.1504210668381356,False
752,1075656,2020-11-17,138506808.87259,76952811.57370429,21815664.425570592,2.8215504280830888,False
752,1075656,2020-11-18,84372497.08364,77375459.70486142,21904152.815432925,0.3194388496892106,False
752,1075656,2020-11-19,87094742.03306,78761752.99587643,21857898.859989457,0.38123467816190576,False
752,1075656,2020-11-20,58365527.77537,78830292.52517071,21787172.67010764,-0.9393033717439944,False
752,1075656,2020-11-21,81069319.96334,80871343.13196287,20426179.14770974,0.009692308578392726,False
752,1075656,2020-11-22,125531362.62869,86045541.97551143,21965040.847715735,1.7976666160985044,False
752,1075656,2020-11-23,173746953.74127,93241909.00588642,31705721.310159884,2.539133046299322,False
752,1075656,2020-11-24,116097848.95974,96624912.09274714,31415215.428006366,0.619856862405372,False
752,1075656,2020-11-25,201376893.6546,105476299.184065,41453062.52896613,2.313474291640638,False
752,1075656,2020-11-26,105064011.50559,108456120.32809857,39651921.807762496,-0.0855471479781971,False
752,1075656,2020-11-27,149448125.48498,112722763.53752358,40680588.58016934,0.90277361339258,False
752,1075656,2020-11-28,111273257.90351,114077951.06318715,40261797.029935546,-0.06966140029944008,False
752,1075656,2020-11-29,106948350.59746,116096980.01867001,39040455.52945231,-0.23433715865093416,False
752,1075656,2020-11-30,160382817.56618,121377036.98357286,39717019.91005373,0.9820923289547574,False
752,1075656,2020-12-01,64386302.85864,116082715.12543358,42125123.686616756,-1.2272109312100998,False
752,1075656,2020-12-02,151089300.42227,120848201.07819284,42035537.79448384,0.7194174484439587,False
752,1075656,2020-12-03,233885950.64807,131333287.40783644,50436511.51945608,2.0333020692890997,False
752,1075656,2020-12-04,155952954.83944,138303817.91241285,46136536.469923094,0.38254143629816684,False
752,1075656,2020-12-05,256085173.674,150804950.32031712,52682140.905888684,1.9984044221315027,False
752,1075656,2020-12-06,146934316.62551,152333732.74866143,52200656.29264035,-0.10343579001922765,False
752,1075656,2020-12-07,162546275.39481,151533684.29534286,51932366.989416555,0.21205640601190806,False
752,1075656,2020-12-08,201518112.4519,157635131.68763998,52464036.783361815,0.8364392725909504,False
752,1075656,2020-12-09,211589038.50244,158364570.60534286,53185025.51513909,1.000741606901116,False
752,1075656,2020-12-10,219962664.47195,166571617.24579716,53192543.70205165,1.0037317922830138,False
752,1075656,2020-12-11,195046403.9405,169828637.13547713,53458749.14274631,0.4717238470673159,False
752,1075656,2020-12-12,230092859.81319,178315751.55759713,52876125.71614419,0.9792152423108459,False
752,1075656,2020-12-13,240998754.53157,187890780.41003355,51064677.823945485,1.0400138879684226,False
752,1075656,2020-12-14,264634012.81974,195337294.35671642,54246832.51857692,1.2774334508709388,False
752,1075656,2020-12-15,275063000.68878,210385629.91601214,43228407.08663853,1.4961775168615685,False
752,1075656,2020-12-16,323069225.78012,222669910.29871568,49116757.12200684,2.044094955862228,False
752,1075656,2020-12-17,205250311.07548,220624507.47210214,49209909.29776462,-0.31242074240767803,False
752,1075656,2020-12-18,130970042.84007,218840013.75786144,52103394.773008555,-1.686453853930287,False
752,1075656,2020-12-19,178201797.02451,213276915.425755,51978485.60013607,-0.6748006987174165,False
752,1075656,2020-12-20,264075122.26151,221644115.82832643,49862808.21087535,0.8509550094679414,False
752,1075656,2020-12-21,227409259.38542,226277186.11337,46873038.607064255,0.024151907059837552,False
752,1075656,2020-12-22,289978108.89131,232595757.28761357,49184048.209824644,1.166686226373577,False
752,1075656,2020-12-23,194568119.09635,231379977.33003572,49947698.1202071,-0.7370081028577552,False
752,1075656,2020-12-24,201182566.27503,230038541.74454144,50526748.00165869,-0.5711029625054074,False
752,1075656,2020-12-26,88060866.45079,222396717.6381336,62820884.16919695,-2.138394786446076,False
752,1075656,2020-12-27,143649649.46713,216222202.613415,66165381.71156303,-1.0968357057570222,False
752,1075656,2020-12-28,302119527.75966,220587972.12970716,69840358.7945858,1.1673988656008076,False
752,1075656,2020-12-29,226227227.04273,217844630.28849214,68722501.5598304,0.12197746828147546,False
752,1075656,2020-12-30,314668765.05639,220673613.45760712,71996311.86591499,1.3055550925141588,False
752,1075656,2020-12-31,237568947.1198,214566450.69615573,66020697.65701664,0.34841341033904666,False
752,1075656,2021-01-01,182692222.54869,212955158.65852788,66538797.84507861,-0.4548163941930342,False
752,1075656,2021-01-02,236287846.83167,220477858.94364214,62380305.00960713,0.2534451841104811,False
752,1075656,2021-01-03,289246796.8533,228409644.64569858,63638430.67137259,0.955981339668212,False
752,1075656,2021-01-04,248927446.24615,227327667.7874586,63111996.063251935,0.34224521178261763,False
752,1075656,2021-01-05,408319896.95131,240249856.18502212,79518276.38537163,2.113602663515559,False
752,1075656,2021-01-06,301478122.17431,241071285.70523643,80128544.14067128,0.753874129586395,False
752,1075656,2021-01-07,340277282.56136,251479083.09559426,83033987.70088834,1.0694199077327433,False
752,1075656,2021-01-08,345814886.1747,261809963.08842784,85262348.74423064,0.985252275166258,False
752,1075656,2021-01-09,323432379.96143,278622214.05347353,70250723.61942552,0.6378605599952242,False
752,1075656,2021-01-10,373138800.70805,295014296.28496784,62702669.01516433,1.2459518175245163,False
752,1075656,2021-01-11,223271563.46389,289382298.83527,65494324.466750674,-1.0094116690209127,False
752,1075656,2021-01-12,393717278.58894,301345873.9457136,68307579.30734554,1.3522863140502648,False
752,1075656,2021-01-14,358920198.97034,304506690.6538529,69974975.13320301,0.7776138285566608,False
752,1075656,2021-01-15,332549188.01467,311290993.574915,67548164.18769163,0.31471165346087393,False
752,1075656,2021-01-16,385022335.58757,325743144.50626355,59024356.0291932,1.0043174558649521,False
752,1075656,2021-01-17,250002017.65164,326722728.1362614,57520166.161707826,-1.3338054391034724,False
752,1075656,2021-01-18,349828965.11991,331050025.8695907,56757716.77870719,0.3308614284738859,False
752,1075656,2021-01-19,241427761.43187,330514334.09714216,57621252.79697028,-1.5460714292202322,False
752,1075656,2021-01-20,213234345.74625,316579651.8682093,60856166.46185776,-1.698189553013203,False
752,1075656,2021-01-21,223361791.45674,310999913.9598114,65733022.7291604,-1.3332434576174372,False
752,1075656,2021-01-22,340694304.11132,311029701.21338,65747403.38527127,0.45119048617189195,False
752,1075656,2021-01-23,1375847664.16585,384603471.0698907,292606228.4756458,3.3876387329822766,True
752,1075656,2021-01-24,367248508.41141,387733194.5306036,292135561.819134,-0.07012048102475119,False
752,1075656,2021-01-25,275196018.20718,380737281.49482715,293680601.59176296,-0.3593743090813912,False
752,1075656,2021-01-26,168264989.58646,376808240.5035821,296305552.293203,-0.7038114854856398,False
752,1075656,2021-01-27,234757166.7895,365453946.8036221,298644174.21915627,-0.4376337839365048,False
752,1075656,2021-01-28,224379812.52833,355843919.2006214,301025777.20046747,-0.43672042937619654,False
752,1075656,2021-01-29,180134605.09931,344957163.27809566,304667101.95866436,-0.540992306419575,False
752,1075656,2021-01-30,154869782.78763,328517695.22095716,308523901.0634223,-0.5628345545832797,False
752,1075656,2021-01-31,156846698.16233,321863743.82886356,311339208.59301686,-0.5300233350379076,False
752,1075656,2021-02-01,202353149.69339,311329757.0126836,312811636.2075017,-0.34837772865650235,False
752,1075656,2021-02-02,159580027.69588,305483490.3172557,314975914.1451312,-0.46322101490639017,False
752,1075656,2021-02-03,173174787.05045,302622093.2675557,316058515.3189797,-0.4095675324123509,False
752,1075656,2021-02-04,154897780.7456,297731806.7881886,317903501.9061274,-0.4492999453801725,False
752,1075656,2021-02-05,131193548.67452,282767467.1141314,320644597.1173711,-0.47271627154262685,False
752,1075656,2021-02-06,162420574.16058,196094103.54232642,62668664.5439213,-0.5373264234495748,False
752,1075656,2021-02-07,117410333.00562,178248519.58477,42511986.553221844,-1.4310831252965586,False
752,1075656,2021-02-08,191536524.22065,172272841.442875,32548577.160915297,0.5918440822324805,False
752,1075656,2021-02-09,102242408.71323,167556942.80907288,37569598.19450883,-1.7384943474159713,False
752,1075656,2021-02-10,174417752.1745,163246984.62228712,32368445.53025048,0.34511288290854236,False
752,1075656,2021-02-11,150673285.66384,157982232.70339498,27249756.72092587,-0.2682206345696376,False
752,1075656,2021-02-12,115867691.89071,153391738.9027807,28610151.796941806,-1.3115640657342382,False
752,1075656,2021-02-13,158013519.11186,153616291.49736857,28634971.250069346,0.15356144680888353,False
752,1075656,2021-02-14,162968714.61533,154053578.38686857,28734669.134934474,0.3102571387405597,False
752,1075656,2021-02-15,231485953.5428,156134492.94754073,33208151.214371994,2.2690652095877075,False
752,1075656,2021-02-16,191703622.76982,158429035.45282215,34547335.78093452,0.9631592875350159,False
752,1075656,2021-02-17,182357744.31525,159084960.97173643,34933851.67374643,0.6661957450573249,False
752,1075656,2021-02-18,193392942.54852,161834615.3862307,36075261.75176837,0.874791356454741,False
752,1075656,2021-02-19,179860160.34288,165310801.93397072,35230438.8899373,0.41297692754730214,False
752,1075656,2021-02-20,149986713.12582,164422669.00291643,35464848.33517632,-0.4070497000484253,False
752,1075656,2021-02-21,151378897.76853,166848995.05741,33083091.771449666,-0.4676134079533192,False
752,1075656,2021-02-22,130945435.55031,162521060.1523857,33564793.47879071,-0.9407364482080923,False
752,1075656,2021-02-23,143243624.86525,165449718.44895858,29435411.47957367,-0.7544006510361922,False
752,1075656,2021-02-24,153444055.62249,163951597.26667213,29477571.667754203,-0.3564588617615489,False
752,1075656,2021-02-25,70803182.51672,158246589.8990207,38571320.64616082,-2.2670576458730705,False
752,1075656,2021-02-27,175117683.69356,162478732.17065287,36772289.42850542,0.34370858380956776,False
752,1075656,2021-02-28,217427711.84162,166722603.07992145,39541528.88242504,1.2823254485800968,False
752,1075656,2021-03-01,127080934.86822,164159190.24084213,40942076.87726247,-0.9056271249691745,False
752,1075656,2021-03-02,146667746.32542,158100746.86817214,36215688.07472837,-0.3156919321582681,False
