date,location_id,population_served,baseline_rate,synthetic_admissions
2020-04-14,SYNTH_REGION_1,100000,0.034314482922793904,10
2020-04-15,SYNTH_REGION_1,100000,0.024029354271625378,2
2020-04-16,SYNTH_REGION_1,100000,0.16683938473306975,15
2020-04-17,SYNTH_REGION_1,100000,0.01,0
2020-04-18,SYNTH_REGION_1,100000,0.05622778158917015,7
2020-04-19,SYNTH_REGION_1,100000,0.06641713527302529,8
2020-04-20,SYNTH_REGION_1,100000,0.09346268033759159,8
2020-04-21,SYNTH_REGION_1,100000,0.01,1
2020-04-22,SYNTH_REGION_1,100000,0.06519714528851309,9
2020-04-23,SYNTH_REGION_1,100000,0.024857988959805843,5
2020-04-24,SYNTH_REGION_1,100000,0.10545127506381734,12
2020-04-25,SYNTH_REGION_1,100000,0.13479597178121555,6
2020-04-26,SYNTH_REGION_1,100000,0.14721385936375536,16
2020-04-27,SYNTH_REGION_1,100000,0.14374696117155814,18
2020-04-28,SYNTH_REGION_1,100000,0.178110392921153,15
2020-04-29,SYNTH_REGION_1,100000,0.19318881345895186,19
2020-04-30,SYNTH_REGION_1,100000,0.22025341919450095,16
2020-05-01,SYNTH_REGION_1,100000,0.2169405301919343,24
2020-05-02,SYNTH_REGION_1,100000,0.14204322198843222,13
2020-05-03,SYNTH_REGION_1,100000,0.2056172129747982,19
2020-05-04,SYNTH_REGION_1,100000,0.2782891680111426,35
2020-05-05,SYNTH_REGION_1,100000,0.22948352344033313,22
2020-05-06,SYNTH_REGION_1,100000,0.24824654442080515,31
2020-05-07,SYNTH_REGION_1,100000,0.30603740912036365,30
2020-05-08,SYNTH_REGION_1,100000,0.3091952605275633,29
2020-05-09,SYNTH_REGION_1,100000,0.3660429012221415,39
2020-05-10,SYNTH_REGION_1,100000,0.35549650499181834,34
2020-05-11,SYNTH_REGION_1,100000,0.3152751275551975,29
2020-05-12,SYNTH_REGION_1,100000,0.34837117626919983,33
2020-05-13,SYNTH_REGION_1,100000,0.20377951457124113,24
2020-05-14,SYNTH_REGION_1,100000,0.3093080265946727,37
2020-05-15,SYNTH_REGION_1,100000,0.3426283845639992,35
2020-05-16,SYNTH_REGION_1,100000,0.2298161271208991,26
2020-05-17,SYNTH_REGION_1,100000,0.3305999912244188,31
2020-05-18,SYNTH_REGION_1,100000,0.35524047857356306,24
2020-05-19,SYNTH_REGION_1,100000,0.38877932616398553,49
2020-05-20,SYNTH_REGION_1,100000,0.35005012821699133,30
2020-05-21,SYNTH_REGION_1,100000,0.41556553416083486,37
2020-05-22,SYNTH_REGION_1,100000,0.38786966290861613,40
2020-05-23,SYNTH_REGION_1,100000,0.2186515207594607,25
2020-05-24,SYNTH_REGION_1,100000,0.27686524933465745,30
2020-05-25,SYNTH_REGION_1,100000,0.26719102400352224,31
2020-05-26,SYNTH_REGION_1,100000,0.2655948909637289,28
2020-05-27,SYNTH_REGION_1,100000,0.21771610933232277,27
2020-05-28,SYNTH_REGION_1,100000,0.26170652484368584,27
2020-05-29,SYNTH_REGION_1,100000,0.2529307306332223,25
2020-05-30,SYNTH_REGION_1,100000,0.12378732309380519,9
2020-05-31,SYNTH_REGION_1,100000,0.231589415097887,21
2020-06-01,SYNTH_REGION_1,100000,0.13643587587107542,11
2020-06-02,SYNTH_REGION_1,100000,0.20646243464557718,22
2020-06-03,SYNTH_REGION_1,100000,0.16722215570832497,16
2020-06-04,SYNTH_REGION_1,100000,0.1184730525834678,9
2020-06-05,SYNTH_REGION_1,100000,0.21125088201107137,26
2020-06-06,SYNTH_REGION_1,100000,0.1441402323246468,12
2020-06-07,SYNTH_REGION_1,100000,0.09014433467595498,5
2020-06-08,SYNTH_REGION_1,100000,0.09109546206169894,7
2020-06-09,SYNTH_REGION_1,100000,0.19085289682411577,19
2020-06-10,SYNTH_REGION_1,100000,0.13382532126018404,10
2020-06-11,SYNTH_REGION_1,100000,0.10482637402194875,4
2020-06-12,SYNTH_REGION_1,100000,0.064038827993628,4
2020-06-13,SYNTH_REGION_1,100000,0.07896079139948332,14
2020-06-14,SYNTH_REGION_1,100000,0.057424060679940124,5
2020-06-15,SYNTH_REGION_1,100000,0.01,1
2020-06-16,SYNTH_REGION_1,100000,0.09756141756397882,8
2020-06-17,SYNTH_REGION_1,100000,0.07808000176283048,4
2020-06-18,SYNTH_REGION_1,100000,0.01,1
2020-06-19,SYNTH_REGION_1,100000,0.03797988867739284,2
2020-06-20,SYNTH_REGION_1,100000,0.06624923222171182,4
2020-06-21,SYNTH_REGION_1,100000,0.10481393324669853,10
2020-06-22,SYNTH_REGION_1,100000,0.18607350399408507,16
2020-06-23,SYNTH_REGION_1,100000,0.11271840208075547,14
2020-06-24,SYNTH_REGION_1,100000,0.027937964840683976,2
2020-06-25,SYNTH_REGION_1,100000,0.17147966714843604,17
2020-06-26,SYNTH_REGION_1,100000,0.14524246633457985,8
2020-06-27,SYNTH_REGION_1,100000,0.08167491817262604,14
2020-06-28,SYNTH_REGION_1,100000,0.07023528861420505,6
