sewershed_id,population_served,sample_collect_date,synthetic_viral_load
752,1075656,2020-08-23,6737685.55363
752,1075656,2020-08-25,8632632.75245
752,1075656,2020-08-27,12017097.95044
752,1075656,2020-08-30,14051198.83338
752,1075656,2020-09-01,11564863.10017
752,1075656,2020-09-03,28541382.69089
752,1075656,2020-09-06,14536857.1764
752,1075656,2020-09-08,23350750.45618
752,1075656,2020-09-09,9737621.51499
752,1075656,2020-09-10,14085052.77982
752,1075656,2020-09-11,6607114.04297
752,1075656,2020-09-12,7599287.91869
752,1075656,2020-09-13,7794635.01751
752,1075656,2020-09-14,25152159.09555
752,1075656,2020-09-15,34418066.89368
752,1075656,2020-09-16,13267067.22201
752,1075656,2020-09-17,14639520.30799
752,1075656,2020-09-18,18784058.804
752,1075656,2020-09-19,22946099.51079
752,1075656,2020-09-20,16431740.74246
752,1075656,2020-09-21,12637893.49194
752,1075656,2020-09-22,10526649.58359
752,1075656,2020-09-23,15147486.51011
752,1075656,2020-09-24,15523343.54495
752,1075656,2020-09-27,12649638.52746
752,1075656,2020-09-29,14108022.86558
752,1075656,2020-10-01,18726247.4891
752,1075656,2020-10-04,12951042.71845
752,1075656,2020-10-06,22132223.19268
752,1075656,2020-10-08,17767023.69987
752,1075656,2020-10-11,11506650.47093
752,1075656,2020-10-13,24662915.00772
752,1075656,2020-10-15,26783827.73882
752,1075656,2020-10-17,24189645.97705
752,1075656,2020-10-18,47177099.75894
752,1075656,2020-10-19,43080681.62124
752,1075656,2020-10-20,74545165.45108
752,1075656,2020-10-21,62869119.69955
752,1075656,2020-10-22,40226623.78998
752,1075656,2020-10-23,28786617.20136
752,1075656,2020-10-24,55216594.6614
752,1075656,2020-10-25,42082937.28531
752,1075656,2020-10-26,33116629.16212
752,1075656,2020-10-27,45367669.15677
752,1075656,2020-10-28,38885547.37603
752,1075656,2020-10-29,29810278.74522
752,1075656,2020-10-30,15416102.86916
752,1075656,2020-10-31,32479665.28618
752,1075656,2020-11-01,46574502.69145
752,1075656,2020-11-02,62938062.0427
752,1075656,2020-11-03,60694363.87168
752,1075656,2020-11-04,78455423.24744
752,1075656,2020-11-05,67686635.95885
752,1075656,2020-11-06,57405974.36525
752,1075656,2020-11-07,52494611.46825
752,1075656,2020-11-08,53092578.81901
752,1075656,2020-11-09,72997815.31602
752,1075656,2020-11-10,68735805.74369
752,1075656,2020-11-11,77457474.37615
752,1075656,2020-11-12,63346515.48912
752,1075656,2020-11-13,89715120.55303
752,1075656,2020-11-14,92300632.54422
752,1075656,2020-11-15,78681945.2207
752,1075656,2020-11-16,86462020.05754
752,1075656,2020-11-17,138506808.87259
752,1075656,2020-11-18,84372497.08364
752,1075656,2020-11-19,87094742.03306
752,1075656,2020-11-20,58365527.77537
752,1075656,2020-11-21,81069319.96334
752,1075656,2020-11-22,125531362.62869
752,1075656,2020-11-23,173746953.74127
752,1075656,2020-11-24,116097848.95974
752,1075656,2020-11-25,201376893.6546
752,1075656,2020-11-26,105064011.50559
752,1075656,2020-11-27,149448125.48498
752,1075656,2020-11-28,111273257.90351
752,1075656,2020-11-29,106948350.59746
752,1075656,2020-11-30,160382817.56618
752,1075656,2020-12-01,64386302.85864
752,1075656,2020-12-02,151089300.42227
752,1075656,2020-12-03,233885950.64807
752,1075656,2020-12-04,155952954.83944
752,1075656,2020-12-05,256085173.674
752,1075656,2020-12-06,146934316.62551
752,1075656,2020-12-07,162546275.39481
752,1075656,2020-12-08,201518112.4519
752,1075656,2020-12-09,211589038.50244
752,1075656,2020-12-10,219962664.47195
752,1075656,2020-12-11,195046403.9405
752,1075656,2020-12-12,230092859.81319
752,1075656,2020-12-13,240998754.53157
752,1075656,2020-12-14,264634012.81974
752,1075656,2020-12-15,275063000.68878
752,1075656,2020-12-16,323069225.78012
752,1075656,2020-12-17,205250311.07548
752,1075656,2020-12-18,130970042.84007
752,1075656,2020-12-19,178201797.02451
752,1075656,2020-12-20,264075122.26151
752,1075656,2020-12-21,227409259.38542
752,1075656,2020-12-22,289978108.89131
752,1075656,2020-12-23,194568119.09635
752,1075656,2020-12-24,201182566.27503
752,1075656,2020-12-26,88060866.45079
752,1075656,2020-12-27,143649649.46713
752,1075656,2020-12-28,302119527.75966
752,1075656,2020-12-29,226227227.04273
752,1075656,2020-12-30,314668765.05639
752,1075656,2020-12-31,237568947.1198
752,1075656,2021-01-01,182692222.54869
752,1075656,2021-01-02,236287846.83167
752,1075656,2021-01-03,289246796.8533
752,1075656,2021-01-04,248927446.24615
752,1075656,2021-01-05,408319896.95131
752,1075656,2021-01-06,301478122.17431
752,1075656,2021-01-07,340277282.56136
752,1075656,2021-01-08,345814886.1747
752,1075656,2021-01-09,323432379.96143
752,1075656,2021-01-10,373138800.70805
752,1075656,2021-01-11,223271563.46389
752,1075656,2021-01-12,393717278.58894
752,1075656,2021-01-14,358920198.97034
752,1075656,2021-01-15,332549188.01467
752,1075656,2021-01-16,385022335.58757
752,1075656,2021-01-17,250002017.65164
752,1075656,2021-01-18,349828965.11991
752,1075656,2021-01-19,241427761.43187
752,1075656,2021-01-20,213234345.74625
752,1075656,2021-01-21,223361791.45674
752,1075656,2021-01-22,340694304.11132
752,1075656,2021-01-23,1375847664.16585
752,1075656,2021-01-24,367248508.41141
752,1075656,2021-01-25,275196018.20718
752,1075656,2021-01-26,168264989.58646
752,1075656,2021-01-27,234757166.7895
752,1075656,2021-01-28,224379812.52833
752,1075656,2021-01-29,180134605.09931
752,1075656,2021-01-30,154869782.78763
752,1075656,2021-01-31,156846698.16233
752,1075656,2021-02-01,202353149.69339
752,1075656,2021-02-02,159580027.69588
752,1075656,2021-02-03,173174787.05045
752,1075656,2021-02-04,154897780.7456
752,1075656,2021-02-05,131193548.67452
752,1075656,2021-02-06,162420574.16058
752,1075656,2021-02-07,117410333.00562
752,1075656,2021-02-08,191536524.22065
752,1075656,2021-02-09,102242408.71323
752,1075656,2021-02-10,174417752.1745
752,1075656,2021-02-11,150673285.66384
752,1075656,2021-02-12,115867691.89071
752,1075656,2021-02-13,158013519.11186
752,1075656,2021-02-14,162968714.61533
752,1075656,2021-02-15,231485953.5428
752,1075656,2021-02-16,191703622.76982
752,1075656,2021-02-17,182357744.31525
752,1075656,2021-02-18,193392942.54852
752,1075656,2021-02-19,179860160.34288
752,1075656,2021-02-20,149986713.12582
752,1075656,2021-02-21,151378897.76853
752,1075656,2021-02-22,130945435.55031
752,1075656,2021-02-23,143243624.86525
752,1075656,2021-02-24,153444055.62249
752,1075656,2021-02-25,70803182.51672
752,1075656,2021-02-27,175117683.69356
752,1075656,2021-02-28,217427711.84162
752,1075656,2021-03-01,127080934.86822
752,1075656,2021-03-02,146667746.32542
752,1075656,2021-03-03,447561186.01939
752,1075656,2021-03-04,144764292.9384
752,1075656,2021-03-05,141165131.5674
752,1075656,2021-03-06,111008641.87552
752,1075656,2021-03-07,183233700.20207
752,1075656,2021-03-08,107572401.70117
752,1075656,2021-03-09,88349656.0552
752,1075656,2021-03-10,141259799.1122
752,1075656,2021-03-11,106594741.04068
752,1075656,2021-03-12,126401259.47375
752,1075656,2021-03-13,131376436.67472
752,1075656,2021-03-14,158853061.33447
752,1075656,2021-03-15,196297003.30917
752,1075656,2021-03-16,142287284.5623
752,1075656,2021-03-17,145428226.68515
752,1075656,2021-03-18,142320800.05678
752,1075656,2021-03-19,117196135.68178
752,1075656,2021-03-20,166051193.93361
752,1075656,2021-03-21,182414057.26815
752,1075656,2021-03-22,149239382.91334
752,1075656,2021-03-23,148584876.32441
752,1075656,2021-03-24,133334004.20031
752,1075656,2021-03-26,168132198.12808
752,1075656,2021-03-27,150942596.33086
752,1075656,2021-03-28,181977668.26928
752,1075656,2021-03-29,142211186.87491
752,1075656,2021-03-30,143269039.1384
752,1075656,2021-03-31,202222697.77157
752,1075656,2021-04-01,170605504.19396
752,1075656,2021-04-02,131720377.05483
752,1075656,2021-04-03,102887996.22336
752,1075656,2021-04-04,152112189.40971
752,1075656,2021-04-05,182319549.93329
752,1075656,2021-04-06,143893589.07391
752,1075656,2021-04-07,145233333.16202
752,1075656,2021-04-08,194020885.89572
752,1075656,2021-04-09,148851496.70555
752,1075656,2021-04-10,147360419.55689
752,1075656,2021-04-11,116076550.86507
752,1075656,2021-04-12,129493583.2432
752,1075656,2021-04-13,151061305.88153
752,1075656,2021-04-14,145239628.52054
752,1075656,2021-04-15,141547741.47106
752,1075656,2021-04-16,195640820.98409
752,1075656,2021-04-17,109288772.34381
752,1075656,2021-04-18,51992339.71218
752,1075656,2021-04-19,89328381.19267
752,1075656,2021-04-20,106618001.59304
752,1075656,2021-04-21,129232146.38947
752,1075656,2021-04-22,62382493.61481
752,1075656,2021-04-23,95102556.14435
752,1075656,2021-04-24,78871910.94152
752,1075656,2021-04-25,64403287.89584
752,1075656,2021-04-26,78538461.06307
752,1075656,2021-04-27,69870796.66831
752,1075656,2021-04-28,108813648.01049
752,1075656,2021-04-29,71683177.37035
752,1075656,2021-04-30,56749147.4897
752,1075656,2021-05-01,44308213.98778
752,1075656,2021-05-02,50443536.39262
752,1075656,2021-05-03,44804121.47257
752,1075656,2021-05-04,53903799.91645
752,1075656,2021-05-05,42959444.75165
752,1075656,2021-05-06,36585535.38258
752,1075656,2021-05-07,52833737.00121
752,1075656,2021-05-08,50028296.94602
752,1075656,2021-05-09,51397032.18378
752,1075656,2021-05-10,27198235.90519
752,1075656,2021-05-11,30509301.58449
752,1075656,2021-05-12,46534205.98148
752,1075656,2021-05-13,42477405.26125
752,1075656,2021-05-14,47598223.39507
752,1075656,2021-05-15,31844355.95832
752,1075656,2021-05-16,34573999.86573
752,1075656,2021-05-17,69207348.72271
752,1075656,2021-05-18,34218554.73558
752,1075656,2021-05-19,30607647.83497
752,1075656,2021-05-20,34557904.55349
752,1075656,2021-05-21,27596913.48855
752,1075656,2021-05-22,17722625.94842
752,1075656,2021-05-23,31555286.46916
752,1075656,2021-05-24,45682017.01321
752,1075656,2021-05-25,16634329.25525
752,1075656,2021-05-26,26102670.51267
752,1075656,2021-05-27,8311476.13169
752,1075656,2021-05-28,27196356.36513
752,1075656,2021-05-29,17996486.26458
752,1075656,2021-05-30,12230029.70922
752,1075656,2021-05-31,20923782.11024
752,1075656,2021-06-01,14219404.68994
752,1075656,2021-06-02,10174700.9546
752,1075656,2021-06-03,22881155.10685
752,1075656,2021-06-05,11389970.49309
752,1075656,2021-06-06,11773142.49601
752,1075656,2021-06-07,8450360.41972
752,1075656,2021-06-08,18287249.6639
752,1075656,2021-06-09,13902267.58587
752,1075656,2021-06-10,17267579.84962
752,1075656,2021-06-11,11717345.71032
752,1075656,2021-06-12,5756334.43984
752,1075656,2021-06-13,4315863.92606
752,1075656,2021-06-14,2120255.44385
752,1075656,2021-06-15,822127.50474
752,1075656,2021-06-16,4614672.79978
752,1075656,2021-06-17,2657076.04354
752,1075656,2021-06-18,2474446.68649
752,1075656,2021-06-19,24310650.97578
752,1075656,2021-06-20,6090538.60479
752,1075656,2021-06-21,2260885.77344
752,1075656,2021-06-22,5178322.96002
752,1075656,2021-06-23,787701.42777
752,1075656,2021-06-24,750816.34531
752,1075656,2021-06-25,4898723.27674
752,1075656,2021-06-26,1316186.48042
752,1075656,2021-06-27,4385257.42998
752,1075656,2021-06-28,7581719.33561
752,1075656,2021-06-29,9693785.14241
752,1075656,2021-06-30,2960078.25732
752,1075656,2021-07-01,8840572.14379
752,1075656,2021-07-02,9327989.52048
752,1075656,2021-07-03,3922027.55594
752,1075656,2021-07-04,6501449.88139
752,1075656,2021-07-05,7310799.74091
752,1075656,2021-07-06,1312289.26729
752,1075656,2021-07-07,3751709.03471
752,1075656,2021-07-08,5798261.50002
752,1075656,2021-07-09,14226983.24107
752,1075656,2021-07-10,13045701.98255
752,1075656,2021-07-11,14029884.69355
752,1075656,2021-07-12,6595591.07716
752,1075656,2021-07-13,3200475.35659
752,1075656,2021-07-14,5820391.47092
752,1075656,2021-07-15,10304811.10267
752,1075656,2021-07-16,8431721.55442
752,1075656,2021-07-17,4571860.69602
752,1075656,2021-07-18,6154607.4959
752,1075656,2021-07-19,2919346.055
752,1075656,2021-07-20,18815072.60755
752,1075656,2021-07-21,16064574.38478
752,1075656,2021-07-22,21615913.14439
752,1075656,2021-07-23,40933613.8073
752,1075656,2021-07-24,30523537.07374
752,1075656,2021-07-25,25786218.93833
752,1075656,2021-07-26,36437814.35669
752,1075656,2021-07-27,37257254.71027
752,1075656,2021-07-28,32291501.19804
752,1075656,2021-07-29,27501714.71947
752,1075656,2021-07-30,61827436.55416
752,1075656,2021-07-31,64004207.4067
752,1075656,2021-08-01,80063434.23672
752,1075656,2021-08-02,86327306.88039
752,1075656,2021-08-03,24496117.96373
752,1075656,2021-08-04,89040584.59256
752,1075656,2021-08-05,33386437.45535
752,1075656,2021-08-06,47419853.88695
752,1075656,2021-08-07,44281178.12703
752,1075656,2021-08-08,45484065.37394
752,1075656,2021-08-09,66581235.51742
752,1075656,2021-08-10,49219711.93595
752,1075656,2021-08-11,44736514.17237
752,1075656,2021-08-12,59757845.66295
752,1075656,2021-08-13,41624880.87455
752,1075656,2021-08-14,29603442.41437
752,1075656,2021-08-15,40981509.59892
752,1075656,2021-08-16,61805464.57328
752,1075656,2021-08-17,23795999.75216
752,1075656,2021-08-18,42422269.92257
752,1075656,2021-08-19,32880323.17811
752,1075656,2021-08-20,28931998.91306
752,1075656,2021-08-21,43793421.93477
752,1075656,2021-08-22,32358721.62906
752,1075656,2021-08-23,80919572.88566
752,1075656,2021-08-24,57677949.58212
752,1075656,2021-08-25,88468125.40324
752,1075656,2021-08-26,55514807.18515
752,1075656,2021-08-27,50001278.68514
752,1075656,2021-08-28,54258603.2195
752,1075656,2021-08-29,60802294.18718
752,1075656,2021-08-30,95888840.41505
752,1075656,2021-08-31,49410302.02738
752,1075656,2021-09-01,61248871.3323
752,1075656,2021-09-02,37795075.12365
752,1075656,2021-09-03,104643426.96089
752,1075656,2021-09-04,138139529.15932
752,1075656,2021-09-05,82373681.84273
752,1075656,2021-09-06,98632804.82343
752,1075656,2021-09-07,54740377.21336
752,1075656,2021-09-08,48240471.08647
752,1075656,2021-09-09,56637502.82778
752,1075656,2021-09-10,83706611.50687
752,1075656,2021-09-11,72594568.03935
752,1075656,2021-09-12,50887619.46757
752,1075656,2021-09-13,50694445.41908
752,1075656,2021-09-14,91990050.86495
752,1075656,2021-09-15,35317146.24081
752,1075656,2021-09-16,79466506.0698
752,1075656,2021-09-17,49496968.38729
752,1075656,2021-09-18,56450784.57222
752,1075656,2021-09-19,53320078.85352
752,1075656,2021-09-20,26359993.72347
752,1075656,2021-09-21,33062467.27579
752,1075656,2021-09-22,15804662.68587
752,1075656,2021-09-23,29195016.24322
752,1075656,2021-09-24,27490561.29216
752,1075656,2021-09-25,35630759.01267
752,1075656,2021-09-26,28562331.61798
752,1075656,2021-09-27,31945210.20964
752,1075656,2021-09-28,50680912.91102
752,1075656,2021-09-29,55850660.4303
752,1075656,2021-09-30,22557702.59095
752,1075656,2021-10-01,102879812.07075
752,1075656,2021-10-02,76166172.63109
752,1075656,2021-10-03,87852615.96225
752,1075656,2021-10-04,72904463.46935
752,1075656,2021-10-05,76136973.95991
752,1075656,2021-10-06,35351865.30965
752,1075656,2021-10-07,76857863.13788
752,1075656,2021-10-08,84559054.20871
752,1075656,2021-10-09,65646832.11755
752,1075656,2021-10-10,64043237.69984
752,1075656,2021-10-11,72324917.0044
752,1075656,2021-10-12,42854088.62841
752,1075656,2021-10-13,123192299.66706
752,1075656,2021-10-14,51491948.07115
752,1075656,2021-10-15,84012513.69393
752,1075656,2021-10-16,50000946.18503
752,1075656,2021-10-17,72153349.44682
752,1075656,2021-10-18,68403130.89578
752,1075656,2021-10-19,54102432.16139
752,1075656,2021-10-20,33993665.90069
752,1075656,2021-10-21,35320204.24366
752,1075656,2021-10-22,100659950.51119
752,1075656,2021-10-23,117055943.92662
752,1075656,2021-10-24,60304717.50617
752,1075656,2021-10-25,49934932.75001
752,1075656,2021-10-26,58993909.35195
752,1075656,2021-10-27,92276987.73864
752,1075656,2021-10-28,60508654.02822
752,1075656,2021-10-29,77164727.33382
752,1075656,2021-10-30,85158836.03303
752,1075656,2021-10-31,69463832.93302
752,1075656,2021-11-01,42205929.21231
752,1075656,2021-11-02,82476875.71198
752,1075656,2021-11-03,96439781.45797
752,1075656,2021-11-04,102513388.25294
752,1075656,2021-11-05,49951483.15174
752,1075656,2021-11-06,65902345.39696
752,1075656,2021-11-07,62287144.87754
752,1075656,2021-11-08,89742459.38065
752,1075656,2021-11-09,72531976.66408
752,1075656,2021-11-10,109982207.92311
752,1075656,2021-11-11,69446990.34021
752,1075656,2021-11-12,152429753.97741
752,1075656,2021-11-13,159895993.11163
752,1075656,2021-11-14,120923712.02683
752,1075656,2021-11-15,173394945.24352
752,1075656,2021-11-16,115298031.7279
752,1075656,2021-11-17,87450853.19482
752,1075656,2021-11-18,226365405.87472
752,1075656,2021-11-19,176672903.84561
752,1075656,2021-11-20,98302188.93333
752,1075656,2021-11-21,149130504.32571
752,1075656,2021-11-22,186482941.50123
752,1075656,2021-11-23,199713953.21599
752,1075656,2021-11-24,174591988.40621
752,1075656,2021-11-25,149889851.38764
752,1075656,2021-11-26,168657640.30396
752,1075656,2021-11-27,184308630.48737
752,1075656,2021-11-28,228548693.76202
752,1075656,2021-11-29,432826350.19405
752,1075656,2021-11-30,309584770.22148
752,1075656,2021-12-01,322806873.40156
752,1075656,2021-12-02,370279353.97806
752,1075656,2021-12-03,411682407.72392
752,1075656,2021-12-04,298686794.09982
752,1075656,2021-12-05,385664138.32552
752,1075656,2021-12-06,187759341.56099
752,1075656,2021-12-07,241689248.43396
752,1075656,2021-12-08,186521158.77543
752,1075656,2021-12-09,318645357.00646
752,1075656,2021-12-10,364596488.70133
752,1075656,2021-12-11,438137088.11654
752,1075656,2021-12-12,608758480.82632
752,1075656,2021-12-13,338815953.15733
752,1075656,2021-12-14,308265879.12166
752,1075656,2021-12-15,303363762.80492
752,1075656,2021-12-16,506350947.76407
752,1075656,2021-12-17,426765057.58906
752,1075656,2021-12-18,490320844.10566
752,1075656,2021-12-19,536190292.42669
752,1075656,2021-12-20,419677641.43095
752,1075656,2021-12-21,632656096.47689
752,1075656,2021-12-22,843028543.97149
752,1075656,2021-12-23,793194779.92749
752,1075656,2021-12-24,700180856.67957
752,1075656,2021-12-25,1457037109.46756
752,1075656,2021-12-26,1330369228.3765
752,1075656,2021-12-27,1171369852.58973
752,1075656,2021-12-28,2039378831.11181
752,1075656,2021-12-29,1657793951.60728
752,1075656,2021-12-30,3519642779.02178
752,1075656,2021-12-31,3053779610.39122
752,1075656,2022-01-01,2451186343.03681
752,1075656,2022-01-02,2644717470.62787
752,1075656,2022-01-03,1222618955.87137
752,1075656,2022-01-04,1601146398.16319
752,1075656,2022-01-05,1671792146.43635
752,1075656,2022-01-06,1845621814.36704
752,1075656,2022-01-07,1697647503.5627
752,1075656,2022-01-08,1700587761.13277
752,1075656,2022-01-09,1827427826.71244
752,1075656,2022-01-10,1684502475.40658
752,1075656,2022-01-11,925017323.87068
752,1075656,2022-01-12,1329140091.02751
752,1075656,2022-01-13,937983386.48505
752,1075656,2022-01-14,903282727.87479
752,1075656,2022-01-15,834242381.21387
752,1075656,2022-01-16,744539284.55823
752,1075656,2022-01-17,759835217.13023
752,1075656,2022-01-18,667887650.27673
752,1075656,2022-01-20,433528399.93917
752,1075656,2022-01-21,447472206.71356
752,1075656,2022-01-22,448983723.403
752,1075656,2022-01-23,402559014.30314
752,1075656,2022-01-24,445375453.60329
752,1075656,2022-01-25,330682535.89375
752,1075656,2022-01-26,241588673.4439
752,1075656,2022-01-27,199132180.03218
752,1075656,2022-01-28,311551558.01437
752,1075656,2022-01-29,224171510.5662
752,1075656,2022-01-30,274038325.29574
752,1075656,2022-01-31,161476544.52093
752,1075656,2022-02-01,179163830.71846
752,1075656,2022-02-02,99162568.72819
752,1075656,2022-02-03,149353257.83207
752,1075656,2022-02-04,192601478.91536
752,1075656,2022-02-05,86448108.25381
752,1075656,2022-02-06,109322979.45297
752,1075656,2022-02-07,34338391.00515
752,1075656,2022-02-08,36896492.24228
752,1075656,2022-02-09,54990866.76018
752,1075656,2022-02-10,104367784.15745
752,1075656,2022-02-11,176224925.09992
752,1075656,2022-02-12,147242612.17381
752,1075656,2022-02-13,107443024.58649
752,1075656,2022-02-14,128071272.5805
752,1075656,2022-02-15,134281374.55895
752,1075656,2022-02-16,81635319.1106
752,1075656,2022-02-17,147610704.54565
752,1075656,2022-02-18,162146316.79999
752,1075656,2022-02-19,150706429.54968
752,1075656,2022-02-20,139128043.77766
752,1075656,2022-02-21,138525417.21917
752,1075656,2022-02-22,139980154.82112
752,1075656,2022-02-23,72007980.7717
752,1075656,2022-02-24,131786970.33133
752,1075656,2022-02-25,92876000.74618
752,1075656,2022-02-26,70658945.74247
752,1075656,2022-02-27,81469919.77029
752,1075656,2022-02-28,83302999.48829
752,1075656,2022-03-01,231826236.96236
752,1075656,2022-03-02,177114836.04262
752,1075656,2022-03-03,197174722.13426
752,1075656,2022-03-04,113016413.82313
752,1075656,2022-03-05,85553385.45709
752,1075656,2022-03-06,100517093.8696
752,1075656,2022-03-07,123206775.10272
752,1075656,2022-03-08,212356202.08368
752,1075656,2022-03-09,118794975.55919
752,1075656,2022-03-10,237816256.31261
752,1075656,2022-03-11,167350366.50673
752,1075656,2022-03-12,129554840.31963
752,1075656,2022-03-13,137021228.235
752,1075656,2022-03-14,192768143.96441
752,1075656,2022-03-15,169148588.99117
752,1075656,2022-03-16,101740813.96371
752,1075656,2022-03-17,218099527.27122
752,1075656,2022-03-18,159858127.08241
752,1075656,2022-03-19,129208275.49973
752,1075656,2022-03-20,101348134.96607
752,1075656,2022-03-21,126542078.0369
752,1075656,2022-03-22,188470360.4471
752,1075656,2022-03-23,190281981.44642
752,1075656,2022-03-24,262460112.90284
752,1075656,2022-03-25,189037988.57375
752,1075656,2022-03-26,181346308.35945
752,1075656,2022-03-27,211555736.88118
752,1075656,2022-03-28,323220190.02348
752,1075656,2022-03-29,233300550.87427
752,1075656,2022-03-30,206148065.08039
752,1075656,2022-03-31,513936309.37948
752,1075656,2022-04-01,548790396.49928
752,1075656,2022-04-02,350391112.58076
752,1075656,2022-04-03,214544620.95827
752,1075656,2022-04-04,334373571.75411
752,1075656,2022-04-05,1007644542.24999
752,1075656,2022-04-06,311370205.01366
752,1075656,2022-04-07,539963955.20966
752,1075656,2022-04-08,443796966.90739
752,1075656,2022-04-09,409701642.77503
752,1075656,2022-04-10,400293439.56679
752,1075656,2022-04-11,397193917.81356
752,1075656,2022-04-12,548506964.96972
