date,location_id,synthetic_env
2020-05-08,California,20.242665799225062
2020-05-09,California,19.163701205356745
2020-05-10,California,17.118920554501415
2020-05-11,California,20.858063335237734
2020-05-12,California,19.521288745053916
2020-05-13,California,20.298499462160322
2020-05-14,California,23.2833350064581
2020-05-15,California,21.741644585296214
2020-05-16,California,21.41672393312823
2020-05-17,California,18.74543875528369
2020-05-18,California,18.36824767089491
2020-05-19,California,22.92660578243911
2020-05-20,California,19.96796833875839
2020-05-21,California,21.64528067104598
2020-05-22,California,19.448499334541655
2020-05-23,California,17.918729176335802
2020-05-24,California,14.321843968341911
2020-05-25,California,18.92480744622471
2020-05-26,California,19.55555460580246
2020-05-27,California,19.403881858398766
2020-05-28,California,20.893625574130397
2020-05-29,California,21.92867891225304
2020-05-30,California,20.37460191843608
2020-05-31,California,21.068678046838105
2020-06-01,California,23.482230484610547
2020-06-02,California,20.828818866551977
2020-06-03,California,20.366418207340338
2020-06-04,California,18.660691175082857
2020-06-05,California,21.83707414204034
2020-06-06,California,17.07246659202669
2020-06-07,California,16.244501743095164
2020-06-08,California,16.43031195447626
2020-06-09,California,19.718418227167238
2020-06-10,California,24.477454908979364
2020-06-11,California,23.23888087143617
2020-06-12,California,20.98438154327535
2020-06-13,California,16.627041276995698
2020-06-14,California,13.725850374045818
2020-06-15,California,16.681889734449225
2020-06-16,California,19.892434898363383
2020-06-17,California,25.881354274563858
2020-06-18,California,23.185332779491247
2020-06-19,California,23.267130239398824
2020-06-20,California,17.699757585568996
2020-06-21,California,14.70532873062048
2020-06-22,California,15.724272028131157
2020-06-23,California,18.549547870928453
2020-06-24,California,26.60243391227438
2020-06-25,California,21.282010378096718
2020-06-26,California,22.978629624825377
2020-06-27,California,16.89249442647331
2020-06-28,California,18.93836228920301
2020-06-29,California,18.42440748480764
2020-06-30,California,19.686724204683802
2020-07-01,California,22.263969395133195
2020-07-02,California,21.615208345686682
2020-07-03,California,22.19379562031683
2020-07-04,California,17.788381821965782
2020-07-05,California,14.624004735920042
2020-07-06,California,15.098630403956633
2020-07-07,California,20.345175835444156
2020-07-08,California,25.503676960224894
2020-07-09,California,23.24476696369234
2020-07-10,California,21.064374565132887
2020-07-11,California,19.27000106185241
